,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
10,Alpha,2018,PG-13,17 Aug 2018,96 min,"Adventure, Drama, Family",Albert Hughes,"Daniele Sebastian Wiedenhaupt (screenplay by), Albert Hughes (story by)","Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén","In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"48,578",tt4244998,movie,13 Nov 2018,N/A,Sony Pictures,N/A,True,,
11,42,2013,PG-13,12 Apr 2013,128 min,"Biography, Drama, Sport",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",English,USA,3 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.5,"80,375",tt0453562,movie,16 Jul 2013,"$95,001,343",Warner Bros. Pictures,N/A,True,,
12,ReMastered: Devil at the Crossroads,2019,N/A,26 Apr 2019,48 min,"Documentary, Biography",Brian Oakes,"Bill Wheeler (story consultant), Jeff Zimbalist (created by), Michael Zimbalist (created by)","Robert Johnson, Terry Harmonica Bean, Rory Block, Yvonne Chireau","A look at the short, mysterious life of blues legend, Robert Johnson, who was said to have made a deal with the Devil at a crossroads in rural Mississippi.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEzNThiYzctMDMzZi00OTViLWIyZGUtN2Q2NTE0Nzk1ODkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"1,569",tt9046574,movie,26 Apr 2019,N/A,Netflix,N/A,True,,
13,Street Food,2019–,TV-G,26 Apr 2019,30 min,Documentary,N/A,"David Gelb, Brian McGinn",Philip Hersh,Exploring the rich culture of street food in some of the world's most colorful cities.,N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI5NmJjY2MtNDFlZi00ZjZjLTk0ZjAtMjEyYjFkMTUwMzY4XkEyXkFqcGdeQXVyNjI4ODE4Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"1,381",tt10050778,series,,,,,True,,1
14,Chambers,2019,TV-MA,26 Apr 2019,60 min,"Drama, Fantasy, Horror, Mystery, Thriller",N/A,Leah Rachel,"Sivan Alyra Rose, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson",A woman survives a heart transplant and begins to develop different personality traits.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDIzOTc3NTktOGI4MC00OTQzLWE5NzQtYTljNzI5ZGU2ZjdmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"6,255",tt7949204,series,,,,,True,,N/A
15,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
16,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
17,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
18,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
19,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
20,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
21,Bonding,2019–,TV-MA,24 Apr 2019,107 min,"Comedy, Drama",N/A,N/A,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman",A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzhlYzc4NWUtYjIzMS00NWFlLTgzOTEtMGE1OTRkMDY5Y2MxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"9,174",tt7718088,series,,,,,True,,1
22,I Think You Should Leave with Tim Robinson,2019–,TV-MA,23 Apr 2019,16 min,Comedy,N/A,N/A,"Tim Robinson, Matt Knudsen, Sam Richardson, Matthew J Cates","In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDAxOWU5ZGItNmI2NC00OTcyLThkM2EtYjk3NDQzYWI5YTM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"4,219",tt10050772,series,,,,,True,,1
23,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
24,The Notebook,2004,PG-13,25 Jun 2004,123 min,"Drama, Romance",Nick Cassavetes,"Jeremy Leven (screenplay), Jan Sardi (adaptation), Nicholas Sparks (novel)","Tim Ivey, Gena Rowlands, Starletta DuPois, James Garner","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",English,USA,12 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.8,"494,794",tt0332280,movie,08 Feb 2005,"$81,000,000",New Line Cinema,N/A,True,,
25,Slender Man,2018,PG-13,10 Aug 2018,93 min,"Horror, Mystery, Thriller",Sylvain White,"David Birke, Victor Surge (based on a character by)","Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso","In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,3.2,"23,582",tt5690360,movie,30 Oct 2018,N/A,Screen Gems,N/A,True,,
26,Grass is Greener,2019,N/A,20 Apr 2019,97 min,Documentary,Fab 5 Freddy,N/A,"B-Real, Steven Hager, Damian Marley, Snoop Dogg",A look at America's complicated relationship with cannabis.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjE4ZmY0OGUtNDAwYy00MTcwLWJiMjEtM2YzN2ZlNThhYjc2XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,822,tt10050782,movie,20 Apr 2019,N/A,N/A,N/A,True,,
27,Cuckoo,2014,N/A,21 Mar 2014,155 min,"Drama, Romance",Raju Murugan,Raju Murugan,"Dinesh, Malavika Nair, Elango, Somasundaram",A blind boy faces trouble when he falls for a blind girl.,Tamil,India,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYzY2MjVhOWQtZGFiMC00OTE3LTlkZmYtOTRlMmJkNDFjMDVhXkEyXkFqcGdeQXVyODk4ODEyMjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,589,tt3569652,movie,N/A,N/A,Fox Star Films,N/A,True,,
28,Samantha!,2018–,N/A,06 Jul 2018,27 min,Comedy,N/A,Felipe Braga,"Emanuelle Araújo, Douglas Silva, Cauã Gonçalves, Sabrina Nonata","A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into stardom.",Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BMjgwMDc1MTAxNV5BMl5BanBnXkFtZTgwOTI0MzY5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,367,tt6626676,series,,,,,True,,2
29,Hardcore Henry,2015,R,08 Apr 2016,96 min,"Action, Adventure, Sci-Fi, Thriller",Ilya Naishuller,"Ilya Naishuller, Will Stewart (additional writing by)","Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","English, Russian","Russia, USA, China",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.7,"82,230",tt3072482,movie,N/A,N/A,N/A,N/A,True,,
30,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
31,Sheikh Jackson,2017,Not Rated,N/A,93 min,Drama,Amr Salama,"Amr Salama, Omar Khaled","Ahmad El-Fishawi, Salma Abu-Deif, Omar Ayman Altounji, Basma","An Islamic cleric has a crisis of faith when he hears the news that his childhood idol, Michael Jackson, has died.",Arabic,Egypt,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMWQ5OTRlNWMtZDJjYy00ZDg5LTljZmItNTA3ODRkODVmZTJjXkEyXkFqcGdeQXVyMzQ5Njc3OTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"2,080",tt6953076,movie,N/A,N/A,Cleopatra Entertainment,N/A,True,,
32,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
33,Someone Great,2019,R,19 Apr 2019,92 min,"Comedy, Romance",Jennifer Kaytin Robinson,Jennifer Kaytin Robinson,"Gina Rodriguez, LaKeith Stanfield, Brittany Snow, DeWanda Wise","After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI5MzQ0NjA5Ml5BMl5BanBnXkFtZTgwNjA1MTg1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,"14,869",tt8075260,movie,19 Apr 2019,N/A,Netflix,N/A,True,,
34,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
35,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
36,Brené Brown: The Call to Courage,2019,N/A,19 Apr 2019,76 min,"Documentary, Drama",Sandra Restrepo,N/A,Brené Brown,Brené Brown compares courage to vulnerability and gives her audience a call to take chances.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjBmMjlhMTktYTVhZi00OWM0LWJhOGItYWZiOGI1MjMxOTQzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,725,tt10050766,movie,19 Apr 2019,N/A,Netflix,N/A,True,,
37,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
38,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
39,Lunatics,2019–,TV-MA,19 Apr 2019,35 min,Comedy,N/A,Chris Lilley,"Chris Lilley, Judi Young, Leena Arora, Dylan Gavasse",This mockumentary series follows the peculiar lives of six eccentric - and sometimes obscene - misfits who march to their own beat.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BY2UwN2E0MzAtZTNjNC00MTczLWFlMTMtOTY0NGY0NWYxMjFmXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"2,462",tt8164794,series,,,,,True,,1
40,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
41,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
42,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
43,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
44,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
45,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
46,Warda,2014,N/A,13 Nov 2014,73 min,Horror,Hadi El Bagoury,Mohamed Hefzy,"Tareq Abdalla, Nada Al Alfi, Ahmed Awni, Bassel El Kadi","Walid, a video blogger, returns to his Egyptian countryside home to document and investigate strange happenings that have been disturbing his family since the death of his father.",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BMTgxMDg5OTIwMl5BMl5BanBnXkFtZTgwODI5NzkxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,267,tt4183910,movie,N/A,N/A,N/A,N/A,True,,
47,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
48,Roh's Beauty,2014,N/A,03 Apr 2014,90 min,Drama,Sameh Abdulaziz,Ali Al Gendy,"Haifa Wehbe, Bassem Samra, Salah Abdullah, Muhammad Lutfi","Rouh is living in Boulak Al Dakrour, a poor neighborhood , when she bankrupt and broke she try to make a living by singing in a nightclubs , she starting to suffer from the people around her that are attracted by her beauty",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BOWY2NjkxZjYtNDVkMS00ZTE1LTlmN2UtNWI3MmYwZmE5ZWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}]",N/A,3.4,258,tt3650534,movie,N/A,N/A,N/A,N/A,True,,
49,Clash,2016,Not Rated,27 Jul 2016,97 min,"Drama, Thriller, War",Mohamed Diab,"Khaled Diab, Mohamed Diab","Nelly Karim, Hani Adel, El Sebaii Mohamed, Mohamed ElSouisy","Set entirely in an 8m police truck, a number of detainees from different political and social backgrounds are brought together by fate, during the turmoil that followed the ousting of former president Morsi from power.","Arabic, English","Egypt, France, Germany",11 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BYzE5ZmI5ZGEtMGY4ZC00ZTk5LWFiY2MtNGNmMDBlNDE0ZGZjXkEyXkFqcGdeQXVyMjEzMjU2Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.5,"4,516",tt5599692,movie,N/A,"$18,031",Kino Lorber,N/A,True,,
50,Alarmoty in the Land of Fire,2017,N/A,18 Jan 2017,94 min,Comedy,Ahmad El-Badri,Ahmad El-Badri,"Ahmad Adam, Alaa Morsy","Al-Armoty decided to go on a vacation with his family however, Things take a wrong turn when he finds himself forced to join a terrorist group.",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BMGQxNGE2YjItNmUwYy00Yzk4LTljNGQtYTMzOTU1ZDIyNTNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",N/A,3.2,13,tt10497352,movie,N/A,N/A,N/A,N/A,True,,
51,Detention Letter,2017,N/A,25 Jun 2017,N/A,"Action, Crime, Thriller",Mohamed Samy,Mohamed Samy,"Dina El Sherbiny, Eman El-Assy, Walid Fawaz, Sabry Fawwaz","(Khaled Degwy) who are enrolled in one of the terrorist groups that the killings, believing they are fighting for the sake of God, and when his brother (Ahmad) tries to join this group (...",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BOTU1NzhjNWYtZDY5OC00OWVjLThlYTEtZGQwMzkxOTYzY2Y2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,355,tt6034164,movie,N/A,N/A,N/A,N/A,True,,
52,The Treasure,2017,N/A,01 Sep 2017,157 min,"Action, Adventure, Drama, Music",Sharif Arafah,Abdel Rahim Kamal,"Hind Sabri, Mohamad Ramadan, Khaled El-Sawi, Mohammed Saad","The events revolve around four eras, namely the Pharaonic and Abbasid era and the Kingdom era. The events revolve around corruption and the level of some clerics through the ages on power ...",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BNmMwNzA1M2QtZTgzNi00YjdmLWIwZTktMmJkZTZlODlkYTc2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"1,114",tt6182954,movie,N/A,N/A,N/A,N/A,True,,
53,Josie,2018,Not Rated,16 Mar 2018,100 min,"Drama, Thriller",Eric England,Anthony Ragnone II,"Sophie Turner, Dylan McDermott, Jack Kilmer, Kurt Fuller","Hank, a solitary man living a dull existence in the sleepy, Southern town raises eyebrows when he develops a questionable relationship with Josie, a recently transplanted high school student.",English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BYWRjMzNmNmMtNGM1NC00OGU5LWJhNmMtNmUzNDMwZjBiOGNhXkEyXkFqcGdeQXVyMjA1MDcxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.2,"2,116",tt4682780,movie,16 Mar 2018,N/A,Screen Media Films,N/A,True,,
54,De Film van Dylan Haegens,2018,N/A,16 Aug 2018,81 min,"Adventure, Comedy, Family, Sci-Fi","Dylan Haegens, Bas van Teylingen",Michiel Peereboom,"Nick Golterman, Rico Verhoeven, Dylan Haegens, Ilse Warringa",Dylan is very successful at running his own lunchroom and YouTube channel. Then IJsbrand comes into his life and copies everything he does. Dylan decides to get to the bottom of this and puts fame and friendship at risk.,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMDI2ZDYzNTctODQ2NS00ODRiLWFjMmEtNWM3YzRiOTZhMDdkXkEyXkFqcGdeQXVyMjI4Mjg0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,344,tt8161554,movie,N/A,N/A,N/A,N/A,True,,
55,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
56,Franco Escamilla: Bienvenido al Mundo,2019,N/A,17 Apr 2019,54 min,Comedy,Ulises Valencia,Franco Escamilla,Franco Escamilla,"Comedian Franco Escamira shares the story of parenting when children are in trouble, while reflecting on gender, friendship and love.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BM2Y5YzljMTEtNjQ3Zi00YmZlLWE0MjgtMjAxZjgwMGZkOTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,97,tt10128616,movie,N/A,N/A,N/A,N/A,True,,
57,Homecoming: A Film by Beyoncé,2019,TV-MA,17 Apr 2019,137 min,"Documentary, Music","Beyoncé, Ed Burke(co-director)",Beyoncé,"Beyoncé, Joe Brown, Marvin Brown, Nirine S. Brown","This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",English,USA,Nominated for 6 Primetime Emmys. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMmYzNzNiNTQtNjhmNC00ZmIyLWI2YTYtNTg5NTUyN2Y1YjNlXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",N/A,7.4,"5,039",tt10147546,movie,17 Apr 2019,N/A,Netflix,N/A,True,,
58,Super Monsters Furever Friends,2019,N/A,16 Apr 2019,58 min,Animation,N/A,Kaaren Lee Brown (Writer),"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman",N/A,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzQyM2ViZTEtYzg3My00ZTNhLTkyYjktMzBjZWVhMTQ4NDM1XkEyXkFqcGdeQXVyMTAxNzYzMzM0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,39,tt10087988,movie,16 Apr 2019,N/A,Netflix,N/A,True,,
